image,type,true_class,predicted_class,confidence,iou
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0028.jpg,correct,Crop,Crop,0.6789191365242004,0.5809708210172251
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0029.jpg,correct,Crop,Crop,0.6034047603607178,0.9169326555522753
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0029.jpg,correct,Crop,Crop,0.7582688331604004,0.7200391356661056
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0030.jpg,correct,Crop,Crop,0.7225272059440613,0.63152799655802
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0031.jpg,correct,Crop,Crop,0.7752113938331604,0.6349723934166678
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0031.jpg,missed_crop,Crop,background,0.0,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0031.jpg,false_positive,background,Crop,0.4422230124473572,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0031.jpg,false_positive,background,Crop,0.34019526839256287,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0032.jpg,correct,Crop,Crop,0.4807429015636444,0.6677075014648268
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0033.jpg,correct,Crop,Crop,0.46023157238960266,0.6677646929148034
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0033.jpg,false_positive,background,Crop,0.2747417986392975,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0034.jpg,correct,Crop,Crop,0.6310904026031494,0.7158557675727386
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0034.jpg,false_positive,background,Weed,0.5265206098556519,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0035.jpg,correct,Crop,Crop,0.7034953236579895,0.7245471452655016
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0036.jpg,correct,Crop,Crop,0.5991111397743225,0.8221845742883432
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0036.jpg,correct,Crop,Crop,0.7614269256591797,0.7602690930733389
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0036.jpg,false_positive,background,Crop,0.27704930305480957,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0037.jpg,correct,Crop,Crop,0.7497566342353821,0.9265773972796922
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0037.jpg,missed_crop,Crop,background,0.0,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0038.jpg,correct,Crop,Crop,0.7526650428771973,0.9529672100563269
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0038.jpg,correct,Crop,Crop,0.7487949132919312,0.7805017333039987
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0039.jpg,correct,Crop,Crop,0.7558232545852661,0.9533995422100254
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0039.jpg,correct,Crop,Crop,0.7393349409103394,0.779352789702465
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0040.jpg,correct,Crop,Crop,0.560027539730072,0.772068343380793
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0040.jpg,correct,Crop,Crop,0.6323941349983215,0.6050642065447218
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0041.jpg,correct,Crop,Crop,0.7453093528747559,0.8202437591721713
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0041.jpg,correct,Crop,Crop,0.7420217394828796,0.6277836917681526
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0042.jpg,missed_crop,Crop,background,0.0,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0042.jpg,false_positive,background,Crop,0.4385560154914856,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0042.jpg,false_positive,background,Crop,0.31560173630714417,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0043.jpg,correct,Crop,Crop,0.6084831953048706,0.622907773502403
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0044.jpg,correct,Crop,Crop,0.6088511943817139,0.623116762893646
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0045.jpg,correct,Crop,Crop,0.6652589440345764,0.8816329648354185
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0045.jpg,correct,Crop,Crop,0.7062802910804749,0.8349756058473244
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0046.jpg,missed_crop,Crop,background,0.0,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0046.jpg,false_positive,background,Crop,0.4383750855922699,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0046.jpg,false_positive,background,Crop,0.2803892493247986,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0047.jpg,correct,Crop,Crop,0.7375667095184326,0.9304921484231655
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0047.jpg,correct,Crop,Crop,0.7483006715774536,0.7545442499580359
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0048.jpg,correct,Crop,Crop,0.5705167651176453,0.7784384419281454
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0048.jpg,false_positive,background,Weed,0.506589949131012,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0049.jpg,correct,Crop,Crop,0.6768670082092285,0.9523573538839539
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0049.jpg,correct,Crop,Crop,0.7763674259185791,0.9368515670144245
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0050.jpg,correct,Crop,Crop,0.679976761341095,0.9497918844556397
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0050.jpg,correct,Crop,Crop,0.7775127291679382,0.9469046799769174
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0051.jpg,correct,Crop,Crop,0.6884119510650635,0.7766546275079272
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0051.jpg,correct,Crop,Crop,0.4382551312446594,0.7371175415439738
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0052.jpg,correct,Crop,Crop,0.5441989302635193,0.7567364285441575
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0053.jpg,correct,Crop,Crop,0.6985747218132019,0.6419802897045492
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0054.jpg,correct,Crop,Crop,0.6355357766151428,0.5863985434397002
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0055.jpg,correct,Crop,Crop,0.6339351534843445,0.5864159283159153
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0056.jpg,correct,Crop,Crop,0.7192623019218445,0.8298668229518527
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0056.jpg,correct,Crop,Crop,0.6679271459579468,0.7546717149217266
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0057.jpg,correct,Crop,Crop,0.6822978258132935,0.7621646161808528
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0057.jpg,missed_crop,Crop,background,0.0,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0057.jpg,false_positive,background,Crop,0.42556723952293396,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0058.jpg,correct,Crop,Crop,0.7656195163726807,0.9011232006412291
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0060.jpg,correct,Crop,Crop,0.6751473546028137,0.9479311641768176
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0061.jpg,correct,Crop,Crop,0.47192955017089844,0.9430322937557544
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0062.jpg,correct,Crop,Crop,0.5667334794998169,0.7998105216574214
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0062.jpg,false_positive,background,Crop,0.5051972270011902,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0062.jpg,false_positive,background,Crop,0.2845360040664673,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0063.jpg,correct,Crop,Crop,0.3299628496170044,0.9221420288499979
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0063.jpg,correct,Crop,Crop,0.535706639289856,0.8408231357996544
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0063.jpg,false_positive,background,Crop,0.39996522665023804,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0064.jpg,correct,Crop,Crop,0.718569278717041,0.696909787891652
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0065.jpg,correct,Crop,Crop,0.5548751354217529,0.8268697533670902
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0065.jpg,correct,Crop,Crop,0.5050018429756165,0.5442819196318407
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0065.jpg,false_positive,background,Crop,0.5061294436454773,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0066.jpg,correct,Crop,Crop,0.5560942888259888,0.8253962849646908
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0066.jpg,false_positive,background,Crop,0.499435693025589,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0067.jpg,correct,Crop,Crop,0.6631442308425903,0.8582633787985037
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0068.jpg,correct,Crop,Crop,0.454751193523407,0.7356661574517669
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0068.jpg,false_positive,background,Crop,0.2911725342273712,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0070.jpg,correct,Crop,Crop,0.6537970900535583,0.7289356965664413
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0071.jpg,correct,Crop,Crop,0.7275378108024597,0.8628627532651855
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0071.jpg,correct,Crop,Crop,0.5708953142166138,0.8001637748738293
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0071.jpg,missed_crop,Crop,background,0.0,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0072.jpg,correct,Crop,Crop,0.7312443256378174,0.8567232718325811
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0072.jpg,correct,Crop,Crop,0.46536633372306824,0.8044855354390638
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0072.jpg,false_positive,background,Crop,0.4065636396408081,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0073.jpg,correct,Crop,Crop,0.5777645707130432,0.7532366717092585
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0073.jpg,missed_crop,Crop,background,0.0,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0073.jpg,false_positive,background,Crop,0.5169038772583008,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0073.jpg,false_positive,background,Crop,0.42134207487106323,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0073.jpg,false_positive,background,Crop,0.2836143374443054,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0074.jpg,correct,Crop,Crop,0.6124642491340637,0.9362895951008235
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0075.jpg,correct,Crop,Crop,0.6978066563606262,0.8766611540135175
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0075.jpg,correct,Crop,Crop,0.7067846655845642,0.7799058178363997
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0076.jpg,correct,Crop,Crop,0.7051172256469727,0.8565078971649427
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0076.jpg,correct,Crop,Crop,0.36556702852249146,0.84678976191529
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0076.jpg,correct,Crop,Crop,0.5957702398300171,0.7999809883346422
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0076.jpg,correct,Crop,Crop,0.6591682434082031,0.7011100989992504
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0077.jpg,correct,Crop,Crop,0.5931248068809509,0.7943475277154483
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0077.jpg,correct,Crop,Crop,0.6594880223274231,0.7043916339932558
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0078.jpg,correct,Crop,Crop,0.6735377311706543,0.6103044318757821
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0078.jpg,false_positive,background,Crop,0.429073303937912,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0078.jpg,false_positive,background,Crop,0.3915000855922699,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0078.jpg,false_positive,background,Crop,0.2525176703929901,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0079.jpg,correct,Crop,Crop,0.44978755712509155,0.9079078300739141
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0079.jpg,correct,Crop,Crop,0.6807940602302551,0.9071295126390512
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0079.jpg,false_positive,background,Crop,0.37068411707878113,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0080.jpg,correct,Crop,Crop,0.7664198875427246,0.7670314443511073
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0081.jpg,correct,Crop,Crop,0.7271398901939392,0.5551467353193543
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0082.jpg,correct,Crop,Crop,0.5399977564811707,0.8154781188731653
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0082.jpg,correct,Crop,Crop,0.5336331129074097,0.7310406042512311
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0082.jpg,correct,Crop,Crop,0.7247298955917358,0.5637696134326375
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0083.jpg,correct,Crop,Crop,0.3850673735141754,0.8259707199178171
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0083.jpg,correct,Crop,Crop,0.41033729910850525,0.8035966378350774
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0083.jpg,false_positive,background,Crop,0.44885316491127014,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0083.jpg,false_positive,background,Crop,0.25632017850875854,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0084.jpg,correct,Crop,Crop,0.29039618372917175,0.7426433653473209
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0084.jpg,correct,Crop,Crop,0.3931252956390381,0.5954864517051288
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0086.jpg,correct,Crop,Crop,0.7002734541893005,0.7768380916216645
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0086.jpg,correct,Crop,Crop,0.7399181723594666,0.7736928579616282
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0087.jpg,correct,Crop,Crop,0.6959365010261536,0.8528780346845435
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0087.jpg,correct,Crop,Crop,0.6266127228736877,0.8177900826541934
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0087.jpg,correct,Crop,Crop,0.7398220896720886,0.7831662982159002
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0087.jpg,correct,Crop,Crop,0.5824727416038513,0.7320536585862812
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0088.jpg,correct,Crop,Crop,0.6453953981399536,0.8044785107867918
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0088.jpg,correct,Crop,Crop,0.6163979768753052,0.7358947202963924
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0088.jpg,correct,Crop,Crop,0.6538121104240417,0.7240448898171634
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0090.jpg,correct,Crop,Crop,0.5402815341949463,0.9085198504308133
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0090.jpg,correct,Crop,Crop,0.7031873464584351,0.7619837001553228
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0090.jpg,false_positive,background,Crop,0.3687640428543091,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0091.jpg,correct,Crop,Crop,0.6377224922180176,0.8091837136341217
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0091.jpg,correct,Crop,Crop,0.7434061765670776,0.7245748927116881
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0092.jpg,correct,Crop,Crop,0.3808908462524414,0.8584442679755142
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0092.jpg,correct,Crop,Crop,0.7565573453903198,0.8278291622916809
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0093.jpg,correct,Crop,Crop,0.4209703207015991,0.877156589368893
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0093.jpg,correct,Crop,Crop,0.6985929608345032,0.8537639930715544
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0093.jpg,correct,Crop,Crop,0.7485443949699402,0.8331234486640636
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0094.jpg,correct,Crop,Crop,0.6156715750694275,0.8720546844729952
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0095.jpg,correct,Crop,Crop,0.5753836631774902,0.7538382482285988
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0095.jpg,correct,Crop,Crop,0.45197388529777527,0.5055187779353547
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0096.jpg,correct,Crop,Crop,0.6219367384910583,0.8776262405245139
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0096.jpg,correct,Crop,Crop,0.6980933547019958,0.7259986818153684
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0097.jpg,correct,Crop,Crop,0.6055147647857666,0.9134102463481255
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0097.jpg,correct,Crop,Crop,0.7266274094581604,0.8439807604198286
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0097.jpg,missed_crop,Crop,background,0.0,0.0
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0098.jpg,correct,Crop,Crop,0.5965811610221863,0.9190152944083421
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0098.jpg,correct,Crop,Crop,0.7032902240753174,0.8543686382737661
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0099.jpg,correct,Crop,Crop,0.5952242016792297,0.9139707034494113
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0099.jpg,correct,Crop,Crop,0.6874722838401794,0.8098123907424318
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0102.jpg,correct,Crop,Crop,0.6941627860069275,0.8506095142952196
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0102.jpg,correct,Crop,Crop,0.510403573513031,0.8176536019189057
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0103.jpg,correct,Crop,Crop,0.3701937198638916,0.8576143263218065
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0103.jpg,correct,Crop,Crop,0.5389910340309143,0.7321638821417259
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0104.jpg,correct,Crop,Crop,0.29613596200942993,0.8762710762223747
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0104.jpg,correct,Crop,Crop,0.5217236876487732,0.736190563772349
DJI_20230614084705_0072_V_JPG.rf.f27f1f016a098b476448c64703df3633_tile_0104.jpg,false_positive,background,Crop,0.30903196334838867,0.0
